0	0
0.01	0
0.02	0
0.03	0
0.04	0
0.05	0
0.06	0
0.07	0
0.08	0
0.09	0
0.1	0
0.11	0
0.12	0
0.13	0
0.14	0
0.15	0
0.16	0
0.17	0
0.18	0
0.19	0
0.2	0
0.21	0
0.22	0
0.23	0
0.24	0
0.25	0
0.26	0
0.27	0
0.28	0
0.29	0
0.3	0
0.31	0
0.32	0
0.33	0
0.34	0
0.35	0
0.36	0
0.37	0
0.38	0
0.39	0
0.4	0
0.41	0
0.42	0
0.43	0
0.44	0
0.45	0
0.46	0
0.47	0
0.48	0
0.49	0
0.5	0
0.51	0
0.52	0
0.53	0
0.54	0
0.55	0
0.56	0
0.57	0
0.58	0
0.59	0
0.6	0
0.61	0
0.62	0
0.63	0
0.64	0
0.65	0
0.66	0
0.67	0
0.68	0
0.69	0
0.7	0
0.71	0
0.72	0
0.73	0
0.74	0
0.75	0
0.76	0
0.77	0
0.78	0
0.79	0
0.8	0
0.81	0
0.82	0
0.83	0
0.839999	0
0.849999	0
0.859999	0
0.869999	0
0.879999	0
0.889999	0
0.899999	0
0.909999	0
0.919999	0
0.929999	0
0.939999	0
0.949999	0
0.959999	0
0.969999	0
0.979999	0
0.989999	0
0.999999	0
1.01	0
1.02	0.0826427
1.03	0.16392
1.04	0.243853
1.05	0.322465
1.06	0.399778
1.07	0.475813
1.08	0.550591
1.09	0.624133
1.1	0.69646
1.11	0.767591
1.12	0.837547
1.13	0.906346
1.14	0.974008
1.15	1.04055
1.16	1.106
1.17	1.17036
1.18	1.23366
1.19	1.29591
1.2	1.35713
1.21	1.41734
1.22	1.47656
1.23	1.5348
1.24	1.59207
1.25	1.6484
1.26	1.7038
1.27	1.75828
1.28	1.81186
1.29	1.86455
1.3	1.91638
1.31	1.96735
1.32	2.01747
1.33	2.06677
1.34	2.11525
1.35	2.16293
1.36	2.20982
1.37	2.25594
1.38	2.3013
1.39	2.3459
1.4	2.38977
1.41	2.43291
1.42	2.47534
1.43	2.51707
1.44	2.55811
1.45	2.59847
1.46	2.63817
1.47	2.6772
1.48	2.7156
1.49	2.75335
1.5	2.79049
1.51	2.82701
1.52	2.86292
1.53	2.89825
1.54	2.93299
1.55	2.96715
1.56	3.00075
1.57	3.0338
1.58	3.06629
1.59	3.09826
1.6	3.12969
1.61	3.1606
1.62	3.191
1.63	3.2209
1.64	3.25031
1.65	3.27923
1.66	3.30767
1.67	3.33564
1.68	3.36315
1.69	3.39021
1.7	3.41682
1.71	3.44298
1.72	3.46872
1.73	3.49403
1.74	3.51892
1.75	3.5434
1.76	3.56748
1.77	3.59115
1.78	3.61444
1.79	3.63734
1.8	3.65986
1.81	3.68201
1.82	3.7038
1.83	3.72522
1.84	3.74629
1.85	3.76701
1.86	3.78739
1.87	3.80744
1.88	3.82715
1.89	3.84653
1.9	3.8656
1.91	3.88435
1.92	3.90279
1.93	3.92092
1.94	3.93876
1.95	3.9563
1.96	3.97355
1.97	3.99052
1.98	4.0072
1.99	4.02361
2	4.03975
2.01	4.05562
2.02	4.07123
2.03	4.08658
2.04	4.10168
2.05	4.11653
2.06	4.13113
2.07	4.14549
2.08	4.15961
2.09	4.1735
2.1	4.18717
2.11	4.2006
2.12	4.21381
2.13	4.22681
2.14	4.23959
2.15	4.25216
2.16	4.26452
2.17	4.27667
2.18	4.28863
2.19	4.30039
2.2	4.31195
2.21	4.32332
2.22	4.33451
2.23	4.34551
2.24	4.35632
2.25	4.36696
2.26	4.37743
2.27	4.38772
2.28	4.39784
2.29	4.40779
2.3	4.41758
2.31	4.42721
2.32	4.43667
2.33	4.44598
2.34	4.45514
2.35	4.46415
2.36	4.473
2.37	4.48171
2.38	4.49028
2.39	4.4987
2.4	4.50699
2.41	4.51514
2.42	4.52315
2.43	4.53103
2.44	4.53879
2.45	4.54641
2.46	4.55391
2.47	4.56128
2.48	4.56853
2.49	4.57566
2.5	4.58268
2.51	4.58957
2.52	4.59636
2.53	4.60303
2.54	4.60959
2.55	4.61604
2.56	4.62239
2.57	4.62863
2.58	4.63477
2.59	4.64081
2.6	4.64674
2.61	4.65258
2.62	4.65832
2.63	4.66397
2.64	4.66953
2.65	4.67499
2.66	4.68036
2.67	4.68564
2.68	4.69084
2.69	4.69595
2.7	4.70097
2.71	4.70592
2.72	4.71078
2.73	4.71556
2.74	4.72026
2.75	4.72488
2.76	4.72943
2.77	4.7339
2.78	4.7383
2.79	4.74263
2.8	4.74688
2.81	4.75106
2.82	4.75518
2.83	4.75923
2.84	4.76321
2.85	4.76712
2.86	4.77097
2.87	4.77475
2.88	4.77848
2.89	4.78214
2.9	4.78574
2.91	4.78928
2.92	4.79276
2.93	4.79619
2.94	4.79956
2.95	4.80287
2.96	4.80613
2.97	4.80933
2.98	4.81248
2.99	4.81558
3	4.81863
3.01	4.82163
3.02	4.82458
3.03	4.82748
3.04	4.83033
3.05	4.83313
3.06	4.83589
3.07	4.8386
3.08	4.84127
3.09	4.84389
3.1	4.84648
3.11	4.84901
3.12	4.85151
3.13	4.85396
3.14	4.85638
3.15	4.85875
3.16	4.86108
3.17	4.86338
3.18	4.86564
3.19	4.86786
3.2	4.87004
3.21	4.87219
3.22	4.8743
3.23	4.87638
3.24	4.87843
3.25	4.88043
3.26	4.88241
3.27	4.88435
3.28	4.88627
3.29	4.88815
3.3	4.88999
3.31	4.89181
3.32	4.8936
3.33	4.89536
3.34	4.89709
3.35	4.89879
3.36	4.90046
3.37	4.90211
3.38	4.90373
3.39	4.90532
3.4	4.90688
3.41	4.90842
3.42	4.90993
3.43	4.91142
3.44	4.91289
3.45	4.91433
3.46	4.91574
3.47	4.91714
3.48	4.91851
3.49	4.91985
3.5	4.92118
3.51	4.92248
3.52	4.92376
3.53	4.92502
3.54	4.92626
3.55	4.92748
3.56	4.92868
3.57	4.92986
3.58	4.93102
3.59	4.93216
3.6	4.93328
3.61	4.93438
3.62	4.93547
3.63	4.93653
3.64	4.93758
3.65	4.93861
3.66	4.93963
3.67	4.94063
3.68	4.94161
3.69	4.94257
3.7	4.94352
3.71	4.94445
3.72	4.94537
3.73	4.94628
3.74	4.94716
3.75	4.94804
3.76	4.9489
3.77	4.94974
3.78	4.95057
3.79	4.95139
3.8	4.95219
3.81	4.95298
3.82	4.95376
3.83	4.95452
3.84	4.95528
3.85	4.95601
3.86	4.95674
3.87	4.95746
3.88	4.95816
3.89	4.95885
3.9	4.95953
3.91	4.9602
3.92	4.96086
3.93	4.9615
3.94	4.96214
3.95	4.96277
3.96	4.96338
3.97	4.96399
3.98	4.96458
3.99	4.96517
4	4.96574
4.01	4.96631
4.02	4.96687
4.03	4.96741
4.04	4.96795
4.05	4.96848
4.06	4.969
4.07	4.96952
4.08	4.97002
4.09	4.97052
4.1	4.971
4.11	4.97148
4.12	4.97195
4.13	4.97242
4.14	4.97287
4.15	4.97332
4.16	4.97376
4.17	4.9742
4.18	4.97462
4.19	4.97504
4.2	4.97545
4.21	4.97586
4.22	4.97626
4.23	4.97665
4.24	4.97704
4.25	4.97742
4.26	4.97779
4.27	4.97816
4.28	4.97852
4.29	4.97887
4.3	4.97922
4.31	4.97957
4.32	4.9799
4.33	4.98024
4.34	4.98056
4.35	4.98088
4.36	4.9812
4.37001	4.98151
4.38001	4.98182
4.39001	4.98212
4.40001	4.98241
4.41001	4.9827
4.42001	4.98299
4.43001	4.98327
4.44001	4.98355
4.45001	4.98382
4.46001	4.98409
4.47001	4.98435
